hotel_id,response,question,num_reviews,avg_rating,bias_detected,bias_types,confidence,positive_prob,neutral_prob,negative_prob
222957,"The Roundhouse Hotel in Boston, with an average rating of 3.6/5 from 257 reviews, receives generally positive feedback from guests who appreciate its value for money, friendly and helpful staff, clean and spacious rooms, and excellent amenities like free breakfast, parking, and shuttle services to key locations such as Fenway Park and downtown sites. Many guests highlight the exceptional service, with specific praise for staff members and the convenience of the shuttle, though some note inconsistencies in its availability or scheduling. On the downside, the hotel's location often draws mixed opinions, with some finding it convenient and others describing it as unattractive, noisy due to nearby traffic or industrial activity, and not within easy walking distance to central areas or metro lines. Overall, while the hotel excels in service and cleanliness, potential guests should consider the location's drawbacks and occasional maintenance or operational issues mentioned in reviews.",What do guests say about this hotel?,257,3.575875486381323,False,,0.9,0.7,0.2,0.1
555224,"The Courtyard Boston hotel, with an average rating of 3.9/5 from 194 reviews, generally receives positive feedback from guests who appreciate the friendly and helpful staff, clean and spacious rooms, and amenities like free Wi-Fi and parking. Many guests highlight the value for money, especially when booked at discounted rates, and enjoy conveniences such as the complimentary shuttle to the subway station. However, the location is a frequent point of concern, often described as industrial or slightly sketchy, though its proximity to shopping centers and public transport is noted as a plus. While service and cleanliness are consistently praised, some guests mention drawbacks like inconsistent staff interactions, lack of complimentary breakfast, and occasional maintenance issues in rooms.",What do guests say about this hotel?,194,3.9278350515463916,True,rating_disparity,0.8,0.6,0.2,0.2
94372,"The Buckminster Hotel in Boston, with an average rating of 3.4/5 from 392 reviews, receives mixed feedback from guests, reflecting a balance of strengths and shortcomings. Many guests praise its excellent location near Fenway Park, Kenmore T station, and other attractions like the House of Blues, as well as its reasonable pricing and included continental breakfast, though some note the breakfast lacks variety or quality. On the downside, several reviews highlight outdated furnishings, small or old TVs, and maintenance issues such as inconsistent heating and poor soundproofing, alongside occasional lapses in housekeeping and customer service responsiveness. While cleanliness and staff friendliness often receive positive mentions, the hotel's aging infrastructure and inconsistent service experiences are notable concerns for some travelers.",What do guests say about this hotel?,392,3.4107142857142856,True,rating_disparity,0.8,0.3,0.2,0.5
94363,"The Courtyard Marriott near Logan International Airport, with an average rating of 3.7/5 from 184 reviews, receives mixed feedback from guests, reflecting a generally satisfactory but not exceptional experience. Many guests appreciate the hotel's cleanliness, comfortable beds, and friendly staff, as well as its convenience for airport layovers with a free shuttle service, though some note delays or inconsistent scheduling with the shuttle. On the downside, the location is often criticized for being isolated from Boston's historic sites and urban life, situated in an industrial or less appealing area, and some guests mention outdated decor, wear and tear in rooms, and slow or limited amenities like Wi-Fi and restaurant service. Overall, it serves well as a functional stopover for business travelers or those needing quick airport access, but may not suit tourists seeking a more vibrant or modern hotel experience.",What do guests say about this hotel?,184,3.7010869565217392,True,rating_disparity,0.8,0.3,0.4,0.3
217546,"The Holiday Inn Beacon Hill in Boston, with an average rating of 3.5/5 from 459 reviews, is frequently praised for its excellent downtown location, offering easy access to attractions like the Charles River, Beacon Hill, and public transportation, as well as nearby dining options such as Antonio's. Guests often highlight the cleanliness of the rooms, comfortable beds, and friendly service, with specific staff members like Kip receiving notable mentions for exceptional customer care. However, some negative feedback includes concerns about noise pollution due to proximity to Mass General Hospital, overpriced or underwhelming breakfast buffets, and occasional lapses in staff recognition of loyalty program status or room assignment issues. Additionally, ongoing renovations have temporarily impacted amenities like the lobby and restaurant, causing inconvenience for some visitors, though the hotel's value for money and convenient parking are appreciated by many.",What do guests say about this hotel?,459,3.503267973856209,True,rating_disparity,0.8,0.5,0.2,0.3
94368,"Based on the 363 reviews with an average rating of 3.6/5, the DoubleTree hotel in Boston receives generally positive feedback with some notable concerns. Guests frequently praise the exceptional service, with many highlighting the friendly and helpful staff, including specific mentions of individuals like Marcel at the front desk, alongside clean and comfortable rooms, and the convenience of amenities like the airport shuttle and proximity to the T-Train station. However, common criticisms include the hotel's somewhat isolated location, limited dining options on-site with a basic cafe often described as slow or disorganized, and additional frustrations like paid internet access for non-elite Hilton Honors members and noise from nearby traffic or airport flight paths. While the views and value for money are appreciated by some, others note the need for updates to rooms and facilities, creating a mixed but mostly favorable impression of the hotel.",What do guests say about this hotel?,363,3.5509641873278235,True,rating_disparity,0.8,0.4,0.3,0.3
111418,"The Boston Park Plaza Hotel, with an average rating of 3.4/5 from 2091 reviews, receives mixed feedback from guests, reflecting a range of experiences. Many guests praise the hotel's prime location near Boston Common and public transportation, as well as the friendly and helpful staff, with some highlighting exceptional service and room upgrades. However, there are consistent complaints about the variability in room sizes and quality, with some rooms described as tiny or outdated, and issues like misleading descriptions of suites, small bathrooms, and inconsistent housekeeping or maintenance (e.g., broken amenities or uncontrollable heating). While cleanliness and value for the price are often noted positively, guests frequently advise managing expectations due to the hotel's age and occasional service lapses.",What do guests say about this hotel?,2091,3.378287900526064,True,over_reliance_negative,0.8,0.3,0.2,0.5
1138709,"With an average rating of 3.4/5 from 103 reviews, this hotel garners mixed feedback from guests, reflecting a balance of strengths and areas needing improvement. Guests consistently praise the hotel's prime location near TD Garden, North End, and Quincy Market, as well as its proximity to public transportation, making it ideal for events and sightseeing, while the staff often receives high marks for friendliness and helpfulness. However, many reviews highlight concerns about the hotel's condition, including outdated decor, maintenance issues like broken elevators, and inconsistent cleanliness, with some guests noting shabby rooms and the need for renovations. Specific complaints also include noise from nearby bars or events, thin walls, and occasional lapses in service professionalism, though positive mentions of spacious rooms and decent breakfast options provide some counterbalance.",What do guests say about this hotel?,103,3.3689320388349513,True,rating_disparity,0.8,0.3,0.2,0.5
120977,"Copley House in Boston, with an average rating of 3.1/5 from 157 reviews, receives mixed feedback from guests, reflecting a blend of positive and negative experiences. Many guests praise its excellent location in a quiet, historic neighborhood near key attractions like Back Bay, the Prudential Center, and subway stations, as well as the charm and comfort of staying in apartment-style brownstones with spacious rooms and kitchenettes. However, common criticisms include inconsistent service, with issues like unaddressed maintenance problems (e.g., malfunctioning appliances, poor mattress quality), lack of 24-hour front desk support, and misleading room assignments across multiple properties causing inconvenience. Additional concerns involve cleanliness and outdated or worn-out furnishings in some units, though others note renovated spaces and friendly staff as highlights.",What do guests say about this hotel?,157,3.1337579617834397,True,over_reliance_negative,0.8,0.4,0.2,0.4
217148,"Based on the 307 reviews with an average rating of 3.0/5, this hotel receives mixed feedback from guests. Many appreciate the value for money, clean rooms, comfortable beds, complimentary breakfast, and convenient shuttle service to the airport and subway, with some noting friendly staff and satisfactory room amenities. However, common criticisms include the hotel’s isolated location, outdated facilities, noise from nearby highways or internal systems, inconsistent service with reports of rude staff, and varying levels of cleanliness in communal areas. Specific concerns also highlight long check-in waits, privacy issues with housekeeping, and the age of the property, though some guests found the location manageable with a short drive to central Boston.",What do guests say about this hotel?,307,2.964169381107492,True,rating_disparity,0.9,0.3,0.2,0.5
268206,"The Boston Common Hotel and Conference Center, with an average rating of 3.2/5 from 71 reviews, receives mixed feedback from guests who appreciate its prime location in Copley Square, near Back Bay and public transit, but often note its dated and worn appearance. Many guests praise the hotel for its affordability, cleanliness, and friendly staff, with several highlighting the convenience for exploring Boston and attending events, as well as the welcoming service. However, common criticisms include small, outdated rooms, subpar continental breakfast offerings, and issues like slow or limited WiFi, worn furnishings, and occasional maintenance problems. Overall, while the hotel serves as a practical base for budget-conscious travelers prioritizing location, it falls short in modern amenities and upkeep for some guests.",What do guests say about this hotel?,71,3.1549295774647885,True,over_reliance_negative,0.8,0.4,0.2,0.4
89619,"The Courtyard by Marriott in Boston's theater district, with an average rating of 3.0/5 from 462 reviews, receives mixed feedback from guests. Many praise its excellent location, particularly for its proximity to theaters, Boston Common, and public transit, as well as its generally clean facilities and friendly staff, with some highlighting exceptional service from individuals like the doorman. However, common criticisms include small, sometimes outdated rooms, noise issues from nearby nightclubs, hospitals, and events, and inconsistent cleanliness, with a few guests noting mold or stains in bathrooms and rooms. High room rates and lack of complimentary breakfast for elite members also drew negative comments, though the hotel's amenities like free WiFi and meeting spaces are appreciated by some.",What do guests say about this hotel?,462,3.034632034632035,True,over_reliance_negative,0.8,0.4,0.2,0.4
